quizzes,solutions
000000000000008079018300006009002000200000400500400063000025000700000640900000105,397256814652148379418397526849632751236571498571489263164825937785913642923764185
000000000000008207001074030000000006000400070064029810009000000030082005000500060,247953681395618247681274539972831456813465972564729813759346128436182795128597364
000000000000009000090207068000000700030100005860000092000003040700060000029080501,472618953186359274395247168954832716237196485861475392518923647743561829629784531
000000000000009038270510090400300900001000300007005002090032086580100000000000000,849263751615479238273518694458321967921687345367945812194732586582196473736854129
000000000000009831092830500000200000700000080001095000000000003100007006003000240,318754629547629831692831574436278195759163482281495367865942713124387956973516248
000000000000010503043000002000093000057002009906080051000000000000038007410000905,261345798879216543543879612184593276357162489926784351732951864695438127418627935
000000000000019800708302010000000000003120400001005900000400003000708020590000700,159874362632519847748362519465983271983127456271645938827456193314798625596231784
000000000000020050107000096000000000040090087310082000000000800002063000006500903,854936712963127458127458396278645139645391287319782645531279864492863571786514923
000000000000029080074005002000000010903007000607030048000090003065000000040200600,291874536536129784874365192452986317983417265617532948728691453165743829349258671
000000000000037048070084012000009000030010070060000800005001000080040000003800605,894125367152637948376984512248769153539218476761453829625391784987546231413872695
000000000000070000207000089080001065020480000006000300500900000008640070003010600,651298734894173256237564189789321465325486917146759328562937841918642573473815692
000000000000070001036809400090002003103600005060080200010000000000000320005034600,981425736452376981736819452897542163123697845564183297319268574648751329275934618
000000000000070092005204063000000000002000050007842000000030100100400000390607004,249386715863571492715294863631759248482163957957842631524938176176425389398617524
000000000000070100029300000300104050000600470850000000060701200008002090090000045,547216839683579124129348567376184952912635478854927316465791283738452691291863745
000000000000080071001009002000000004009030600058602003000006000065000098100720040,374261859926584371581379462637815924219437685458692713842956137765143298193728546
000000000000087000780003204000000000030006805500100069005000007009040003021900050,213469578954287631786513294697854312132796845548132769465321987879645123321978456
000000000000090030046008002050004000600000409007020805000030000914000020800002706,579263184281495637346718952158974263623581479497326815762839541914657328835142796
000000000000090036800105400040060005021000000008000374000027000009510020000800700,294386157175492836836175492347968215521743968968251374413627589789514623652839741
000000000000090410035001006000002005000060000340000607000080002024000000080100973,418276359267395418935841726679432185851769234342518697193687542724953861586124973
000000000000096007000500183000005000007010000093008640005000000000009200210360790,752831964831496527649527183186945372427613859593278641975182436364759218218364795
000000000000100005200067000006030040080000000050002010073980200000020500910004003,891245637637198425245367189126539748789416352354872916573981264468723591912654873
000000000000103042450002107000050000009000000820030090000000008040071000018000423,132745869987163542456982137374659281569218374821437695695324718243871956718596423
000000000000107060268004500000000000040000002000278036000000007091025000004900610,157862394439157268268394571872436159346519782915278436583641927691725843724983615
000000000000128400050000310100504069089000530530907004017000090005673000000000000,741365982963128475258749316172534869489216537536987124317452698895673241624891753
000000000000130009409060370000020580208000603054780000063090102900053000000000000,532947816687135429419862375196324587278519643354786291763498152941253768825671934
000000000000200045008070210000006090051802470020100000067040800940001000000000000,214365789796218345538974216873456192651892473429137658367549821942681537185723964
000000000000300176089004030507023004000000000400560307020800510641002700000000000,376215948254398176189674235567123894932487651418569327723846519641952783895731462
000000000000542000096800300000000000702000604080964200000000006000000479108007003,415639782837542961296871345649725138752318694381964257974253816523186479168497523
000000000000672080085004000070000000000006090500900630200000005050700108006009002,762385419491672583385194726679438251143256897528917634237861945954723168816549372
000000000000702310090010504000000030009008005830050240005000000000300068980007000,613584792458792316792613584564271839129438675837956241345869127271345968986127453
000000000000826000008010340000000000005003070070009502060000020004030000053060417,517394268349826751628517349132675894985243176476189532761458923294731685853962417
000000000000902006030087002000000009072009060005043070000000000008500900400016305,294165738817932546536487192643271859172859463985643271751398624368524917429716385
000000000000950470000010063030000000070200100406000032000000000008003005290186000,584367219361952478927418563132675894879234156456891732743529681618743925295186347
000000000001060500705000690040000000800003009000019002000000000007090024609020083,468975231291368547735241698946782315812653479573419862124837956387596124659124783
000000000001064002000050709090000000080005000104006253000000000600001940000802016,857329164931764582462158739596213478283475691174986253319647825628531947745892316
000000000001078200950003000000000060004020000509000103000002000027080005600045030,786259341431678259952413678213597864864321597579864123145732986327986415698145732
000000000001920000870500203000000800506000001080000730000037000005001400020800067,263784195451923678879516243317692854546378921982145736698437512735261489124859367
000000000002000040000902051000000000800754000004000368000000000000070180918206007,581437296692518743437962851129683475863754912754129368375891624246375189918246537
000000000002000050008340690000000000039005000080070034000000000006832007540061300,364529871792618453158347692671493285439285716285176934823754169916832547547961328
000000000002000080040102000000050000090008400186090300000000900900475003507080200,359847612612539784748162539473256198295318476186794325834621957921475863567983241
000000000002000090050976032000000000000020005820031069000000000001080507406700001,963218754782345196154976832315469278649827315827531469578194623291683547436752981
000000000002003608400006021000000000925000007006317000000000000060490000070080492,637128945152943678489576321713259864925864137846317259294731586568492713371685492
000000000002050000500040106000000080708000320004560009001002000390000072000806000,143689257672351948589247136915723684768194325234568719851972463396415872427836591
000000000002080003760204090000000000000050107070300029000000000000001040930702861,859673214142985673763214598498127356326459187571368429214896735687531942935742861
000000000002080006003460092090000000000005007240007960000000000000000308469500020,614259873952783416873461592597826134136945287248317965385172649721694358469538721
000000000002100500400708010000270096630000000000009008004000850290000000103002004,918523467372146589456798213841275396639814725527369148764931852295487631183652974
000000000002508007680300500208000000000034000000070009000080700007200610030059800,753491268412568937689327541248915376975634182361872459524186793897243615136759824
000000000002708000400023080045000000800000009010059020006800000000010003030007961,781594236352768194469123785945382617823671549617459328196835472274916853538247961
000000000003000852015037009000000000070190400038000100000000001000908000560043080,846529713793461852215837649159384276672195438438672195984756321327918564561243987
000000000003002007000756002000000000040500001067804020000000000000030809972000046,726318954513942687498756132235671498849523761167894523381469275654237819972185346
000000000003010058070600400000000075001005006907000084080000000060400000035700690,214587369693214758578639412326841975841975236957362184782196543169453827435728691
000000000003200001080000960000009040008000700000104005000000000009000874510407006,456791238793268451281345967625879143148653729937124685874936512369512874512487396
000000000004000030700306020005020410000000000207010095048500601001000080050800000,136247859524189736789356124895623417413795268267418395948532671371964582652871943
000000000004000510086700004000012040035040908000000007002803000040000000060000090,213456789794238516586791234678912345135647928429385167952863471847129653361574892
000000000004003000020910406000000000000320010950000032010005007007000053006040000,189476325764253198325918476273591864648327519951864732812635947497182653536749281
000000000004008006000050240000000000000500070000106592009040000200001600046302710,392467185754218936861953247925874361613529478487136592179645823238791654546382719
000000000004009086009800570000004000008500000400002095000000002006027049030040100,685473921714259386329861574591734268278596413463182795847915632156327849932648157
000000000004030000000000578001000000000090350070205601040003080000007103092084000,215768439784539216639412578951376824426891357873245691147653982568927143392184765
000000000004051062010963000000002000009080020730500000060000000007000050000014803,596427138374851962218963745681732594459186327732549681863275419147398256925614873
000000000004070080070250300000000000009102000805006203000000000037040009916000035,382914657594673182671258394123485976769132548845796213458369721237541869916827435
000000000004500009008020000023008000070090010050001400000000034015006900000005070,791364258234587169568129347123458796476293815859671423687912534315746982942835671
000000000004500070076080005000000000100068000029004700000000096080200000057090043,531627984894513672276489135768932451145768329329154768412375896983246517657891243
000000000004800002078910000000000050000004700300005628000000000000050479082090001,291543867534867912678912345726389154815624793349175628957431286163258479482796531
000000000005000014402300097050000000063002400080063050000007000000080000030096085,896741523375629814412358697251874369963512478784963152528137946649285731137496285
000000000005001094403680150007300245000040000342005600061004502950200400000000000,179453826685721394423689157817396245596142738342875619761934582958217463234568971
000000000005010006801070400050200000000000870400009160000000000700000093103520080,276945318945813726831672459657281934319456872482739165568397241724168593193524687
000000000005034070200059008009003005083060000000100020000000000030080004002006153,348721569965834271217659438629473815183562947754198326496315782531287694872946153
000000000005200107014000056090000000800006030002075090081000000000401000000007240,678519324935264187214738956396842715857196432142375698481623579729451863563987241
000000000005800900083001065007000000000060013432010009000008000050020030000605400,149256378265873941783941265617389524598462713432517689324798156956124837871635492
000000000006000789080000206020015008000200000060090304004503001000801000500000060,472689135356124789981357246723415698849236517165798324294563871637841952518972463
000000000006002100038070050000000000009006028320000041000000030002031004700059200,295318467476592183138674952864123579519746328327985641941267835652831794783459216
000000000006002730000841006027009000000000271053006009300000060002007000000130000,289763145416592738735841926827419653964358271153276489341925867592687314678134592
000000000006004000031500702000005000000001004080720060000000100600050300052870006,845237619726914853931568742217645938569381274483729561378496125694152387152873496
000000000006080000010004030008760010200000503003005008907850000000070004000010200,594237186736581429812694735458763912269148573173925648947852361621379854385416297
000000000006200089090007040008004570523000000000003000700609300004000001105000020,247895136356241789891367245618924573523176498479583612782619354934752861165438927
000000000006300789502700006005000000200005400000001800000008000000000067193607000,978416532416352789532789146785934621261875493349261875627598314854123967193647258
000000000007006000609250000030000000200030105900704000040009060080000300000127800,453871926827946531619253478138592647274638195965714283541389762782465319396127854
000000000007009004095804016000000000309060020608050170000000000006078000000100069,483617952167529834295834716721483695359761428648952173514396287936278541872145369
000000000007009008600120004008000000079003000000016972000000000000000051403005006,821374569347569128695128734268957413179243685534816972952631847786492351413785296
000000000007020060685007009000000000009010603270400100000000000040008006001706054,924685731317924568685137429163579842459812673278463195596241387742358916831796254
000000000008000010600090730000006000300000002020400579000015000030007020072068090,243671958798534216615892734957126843384759162126483579469215387831947625572368491
000000000008040005600030290040001000001000089000250034000000000000067000006509321,752916843398742615614835297845391762231674589967258134589123476123467958476589321
000000000008400010200009743800905070100000004060804002943500006020001500000000000,419753268378462915256189743834925671192637854765814392943578126627341589581296437
000000000009000040100058000006803000000000084040025007060002000020904060070000901,257491836689237145134658279796843512512769384348125697961372458825914763473586921
000000000009000865370080200430600020000374000050002038004090076896000500000000000,268549317149237865375186294431658729982374651657912438524893176896721543713465982
000000000009003080037002061000000002104000000500008670000009000000010403043850000,825961347619473285437582961386794512174625839592138674261349758758216493943857126
000000000009004002001057830007000000080000520004900008000000000012006090000230657,673892145859314762241657839537428916986173524124965378365749281712586493498231657
000000000009004007706009801100000000200900030090000024000047050000182003007000200,481763592529814367736259841173426985254978136698531724812347659965182473347695218
000000000009005070002049080000090000054002000038000501000300006060070014340000007,483721965619835472572649183126593748754182639938467521897314256265978314341256897
000000000009040082008607410000000004040000007076009001500000000000901000300028650,451283796769145382238697415125876934943512867876439521592364178687951243314728659
000000000009643207710000006000000000100002800450009300000000003000080900060521000,634217589589643217712895436327458691196732854458169372845976123271384965963521748
000000000010060085000820079000000000070081060504009200000000000007005091081040000,893517426712964385456823179128456937379281564564379218635198742247635891981742653
000000000010070036000860050000000000000906007400500861005000000370004000200007185,756392418812475936934861752621748593583916247497523861165289374378154629249637185
000000000013068000586090030000000002000000083020500704000000000001406000407035010,974352861213768549586194237139847652745629183628513794352981476891476325467235918
000000000014090560007542001000960030020000010090017000100784900078020340000000000,859671423214893567367542891781965234625438719493217685136784952578129346942356178
000000000017809000050000492000000000000007800020030510000000000800745020039006005,692453178417829356358671492983514267145267839726938514574392681861745923239186745
000000000020001804906040002001608920060000070079205600500030107602100030000000000,845729316723561894916843752451678923268394571379215648584932167692187435137456289
000000000020009530000085210060040000102000040005290300000000000800003074000600051,583712469721469538946385217368547192192836745475291386617954823859123674234678951
000000000020068400035020080708510000901000807000087905070050260003870090000000000,487395126129768453635124789748519632951632847362487915874953261213876594596241378
000000000020070180908000056005031090100209008070540300780000409043090010000000000,357186942426975183918324756865731294134269578279548361781653429543892617692417835
000000000023001480800035600000060019002000000980020000005740001047200850000000000,459682173623971485871435692534867219712594368986123547265748931347219856198356724
000000000023090000650000701580000000130000052700020600000500000004700180000010400,917658324423197568658243791582361947136479852749825613361584279294736185875912436
000000000024007090960000004000070023007003000082004000000000000700016050408050702,571492386824637591963185274645971823197823645382564917256748139739216458418359762
000000000027000490500190070004000002002003516051200000000060003000500000005940000,149827365827356491563194278734615982982473516651289734498762153276531849315948627
000000000027000960108004000000000000006000390040109002000005400400300010010078036,694723158327851964158964723931682547286547391745139682863215479472396815519478236
000000000030009560059604308002300050300040002071006900503402190084900030000000000,416538729238719564759624318642397851395841672871256943563482197184975236927163485
000000000030040100070050040007900308000500900310008000900003000800000000064001803,496182735235647189178359246547916328682534917319728564951863472823475691764291853
000000000031008040200615080000000030005083020008000701000000000000034009540900007,856349172931278645274615983412796538795183426368452791129867354687534219543921867
000000000031600080402001905000007009100000800050080700000004097000020000600035001,596248173731659482482371965843167529167592834259483716325814697914726358678935241
000000000036100002041056008000008400000790600904000015000007009000000000502000040,259873164836149572741256938623518497185794623974632815318467259467925381592381746
000000000040038005090054071062300000000005830008000100700000040009200006600009000,516792384247138695893654271962381457174965832358427169725816943489273516631549728
000000000042009080930600002080540000520000018000086090100007064060100520000000000,618472953742359681935618742389541276526793418471286395153927864867134529294865137
000000000049000300000094080000000002030007000008100070600005800410300600050040123,285631794749582361361794285174869532536427918928153476693215847412378659857946123
000000000050000038000795600000000900278000001000208060000000000580010020007536000,416823597759641238832795614365174982278369451941258763693482175584917326127536849
000000000050000900080007056000000400720300080060704005403900800076020001000030000,641589723257613948389247156935862417724351689168794235413975862576428391892136574
000000000050090000000107080400200000130008005600000003700001840090060000002003070,981345267257896134346127589475239618139678425628514793763951842894762351512483976
000000000056008000003007061000000000000259000708000902000090010007000809032005700,479561283156328497823947561295876134341259678768413952684792315517634829932185746
000000000057080000000130060608002040000050700040070090092701000006004000000000280,361247859457689123289135467678912345923456718145378692892761534536824971714593286
000000000058100026124700000460200700000040000002006059000005371340001860000000000,639852147758134926124769538465298713913547682872316459296485371347921865581673294
000000000060000030091800004000000000000000263024903501008000000009010007000487350,283574196467291835591836724136725948975148263824963571748359612359612487612487359
000000000060000900300018020005002000006070400200300671000090007053100006020007000,517923864862745913394618725175462389936871452248359671481296537753184296629537148
000000000060003041070006000005100000040000807800000039000090280090320000000780400,584917362269853741173246958935178624642539817817462539751694283498325176326781495
000000000065008010000395028000000000237000000050901000500000000002074000008600407,823167945965248713741395628189732564237456189456981372574813296692574831318629457
000000000067030041300051000000004300000960005042007008070000004200000000900080103,415876932867239541329451876698524317731968425542317698173695284286143759954782163
000000000070000080400500003000009000010007056008002139006000001087000020900000305,853216497671493582492578613265139748319847256748652139536924871187365924924781365
000000000070000506850190000000000000009000043503001080000000002042073600008019004,394657821271384596856192437417938265689725143523461789135846972942573618768219354
000000000070002008090500361008000002000059004037004090100000000000040000000016589,681493275375162948492578361948631752216759834537824196163985427859247613724316589
000000000070005003120090050000003000000180090392074000000002000831000005050008070,485231769976845213123697854618923547547186392392574681769452138831769425254318976
000000000070080504801400002630100200040205030009003065500009807003010050000000000,964521783372986514851437692635194278748265139129873465516349827483712956297658341
000000000070109008010304670000000000000407089030500000008000003004630000006910500,483276915672159438915384672247893156561427389839561724198745263754632891326918547
000000000070640003014900500700508009002000700300704005007001690400063080000000000,923185476875642913614937528746518239582396741391724865237851694459263187168479352
000000000071002980000400031000010000090007006000080300002003000640070205000050040,984731562371562984526498731237615498498327156165984327852143679643879215719256843
000000000072001009005003627000600000090000004210098006000000000320000000089005340,938726451672541839145983627457612983896357214213498576561234798324879165789165342
000000000078950000503460907000007004097800260400500000906042501000095420000000000,649271853178953642523468917815627394397814265462539178936742581781395426254186739
000000000080009200030008079000600000000007985000085001000000006002500040300400820,619742358587369214234158679958614732146237985723985461471823596892576143365491827
000000000080040930200006071008061090070000050050490200610900003034080060000000000,163759482587142936249836571428561397971328654356497218615974823734285169892613745
000000000080106030300200017003005204060402000000680000700900540006000020090000700,671349852285176439349258617813795264567412398924683175738921546456837921192564783
000000000080400020243079800000000000000000296002345080000050001050000900800007060,791528634586413729243679815178296453435781296962345187629854371357162948814937562
000000000080500009071860004000000000000000905200384000004000000006009058010753090,425931687683547219971862534167295843348176925259384761594618372736429158812753496
000000000080900002067045000000000005000074000000820931000000000005461000100090803,412683597583917642967245318628139475391574286754826931279358164835461729146792853
000000000084700020002050793000080000006002005043001200000009000000600400050010089,739126854584793621162458793215387946876942135943561278421839567398675412657214389
000000000090010050000926730000000008604002000280600300000000000408000002900034071,346578129792413856851926734513749268674382915289651347167295483438167592925834671
000000000090040602850000093000000000020080007030064810000000000060013008509000070,216398745397541682854672193948137526621985437735264819173859264462713958589426371
000000000090047500007020003023000004000280106000005032905001000002000000000700081,238516479691347528457928613823169754574283196169475832985631247712894365346752981
000000000090400003085200704000800050000627010008090200050048006001000500700000000,174386925296475183385219764427831659539627418618594237952148376841763592763952841
000000000098000150005092340000000000009040002063000810000000000030000090040079038,374165289298734156615892347421658973789341562563927814956483721837216495142579638
000000000098310007100000080050030700000050690060700020037600001001000850000002000,476829135598314267123567489859236714712458693364791528237685941641973852985142376
000000000100008090042067008000000700070500046200041003000002010000000000630000084,385294671167358492942167538514836729873529146296741853459682317728413965631975284
000000000100080305450003009000905028060002000000060000090801000005000070020700060,983547216172689345456123789734915628568372194219468537697831452345296871821754963
000000000100350000020070840001006000600008200048100007000400020000030600096000075,967814532184352796325679841231796458679548213548123967853467129712935684496281375
000000000109067000375000089001089060003206800060470200490000756000720908000000000,624958173189367542375142689241589367753216894968473215492831756516724938837695421
000000000109604300400120000800030760050000030092050008000049003007305406000000000,273598614189674352465123897841932765756481239392756148618249573927315486534867921
000000000120000030000024050090000608030508000670000300800015000060900021300040000,954836172126759834783124956295371648431568297678492315849215763567983421312647589
000000000136000000809025700005409000700208603000107900002790401000000285000000000,257916834136874529849325716325469178791258643468137952582793461973641285614582397
000000000150300090009605200000000020000084005024079063003002000000000504000050080,476928351152347896389615247795136428631284975824579163543862719268791534917453682
000000000169800070004610000000035100903000502001280000000043900020009417000000000,852397641169854273734612895276935184983471562541286739615743928328569417497128356
000000000170340000005000804000004001308560020060002040000000000830050009900000170,483295716176348295295716834729834651348561927561972348617429583832157469954683172
000000000200970800064100003000000000008000512076080000002004060030609000010200300,793846125251973846864125793325491687948367512176582439582734961437619258619258374
000000000203006510000005430004370002306000701500019300025100000017500804000000000,759431286243896517861725439194378652386254791572619348425187963917563824638942175
000000000240000006000039050000000345007803900100000000002500701070002063006000080,735614829249758136861239457628971345457863912193425678382546791974182563516397284
000000000245900600060010409031007000070000050000400160706030040004201793000000000,193642578245978631867315429631527984478196352952483167716839245584261793329754816
000000000270000603096005780000039070080006000009000001001000049002850010000000050,438697125275481693196325784614239578587146932329578461851763249962854317743912856
000000000274060080006000930000003650400070002012400000068000200040020579000000000,893751426274369185156842937789213654435976812612485793968537241341628579527194368
000000000300009470059830006000000000018000069005701040000000000090040000020053008,172465983386219475459837126243596817718324569965781342831972654597648231624153798
000000000300070089840009310005381070010000030030702900056100024270060008000000000,569813247321674589847529316695381472712946835438752961956138724273465198184297653
000000000301580009000700403000060001658001000000300905000804030900000700106000000,279643518341582679865719423793465281658921347412378965527894136984136752136257894
000000000306005009800034005000006800900000052020390000010020003007000000405000008,751982436346715289892634175173256894968471352524398617619827543287543961435169728
000000000328000009009000567000000020030000700004650008000040000010700003502908000,657419382328567419149283567865371924231894756794652138983146275416725893572938641
000000000360005009705804100019000500000040000007000280001402706600900038000000000,128379645364215879795864123819723564256148397437596281981432756672951438543687912
000000000380000060501900380000000002060010090940080035000070000004006008070300000,496738521387125469521964387813459672765213894942687135659871243234596718178342956
000000000390000728000001304609070002027080630500060409806900000932000081000000000,254837196391654728768291354649573812127489635583162479876915243932746581415328967
000000000400000086830056000005000003004002069900000070000000000050083140080120000,596847321427319586831256794275968413314572869968431275142795638759683142683124957
000000000400003000270800053100000000030096008000040307000000010000060000308109642,593627481481953276276814953129738564734596128865241397642385719917462835358179642
000000000400013200062400810000000000003004000109600087000060000000000309841009070,318526794497813265562497813754281936683974521129635487935762148276148359841359672
000000000400070628000004050700300900008000000200008760000501000075900400000060001,912856347453179628687234159761325984548697213239418765396541872175982436824763591
000000000400912086000480901080024050020000040040360010208037000360245007000000000,819576324437912586652483971183724659926851743745369218298137465361245897574698132
000000000400920000030800092026000000000073005701000080000000041070034900000000657,592367814418925736637841592326518479984273165751496283869752341175634928243189657
000000000401005000390017605000000000600040170020900003000000002062500000003076040,256389714471625398398417625914753286635842179827961453749138562162594837583276941
000000000403200700162700500500040020600090004090020006007006291006001807000000000,975314682483265719162789543531647928628593174794128356857436291246951837319872465
000000000406510800050009700089600000302000507000007060007300010008061903000000000,923876145476513892851429736789635421362194587514287369697358214248761953135942678
000000000420005000007004630009100006030000050600009100091700800000600045000000000,916327584423865917857914632249158376138276459675439128591742863382691745764583291
000000000450090001001032005080700014500000003610008070700580400100060092000000000,236175948457896321891432765982753614574619283613248579729581436145367892368924157
000000000500000800047800300000000041000000900830100060004000070100020005060713004,318972456592634817647851329726389541451267938839145762284596173173428695965713284
000000000500007000080620010043000090900830020150006000020090007004000908000060003,261583479539147682487629315843215796976834521152976834625398147314752968798461253
000000000500090003090062070000000709640000000029106005000000006700008090030400250,263751948571894623498362571185243769647985312329176485914527836752638194836419257
000000000500400070008903040020040800000600000069020000300000650090812000040000002,914257368536481279278963145723145896851679423469328517382794651695812734147536982
000000000500700604003905080090070030720301049040080020050607800907008005000000000,479826351582713694163945287695472138728361549341589726254697813917238465836154972
000000000532060090089500031094610000800000003000083410250008340010090825000000000,167349258532861794489527631394612587821754963675983412256178349713496825948235176
000000000567100000400060301000000000059010063780040090000000009000020047003800050,132489675567132984498567321346295718259718463781346592874651239615923847923874156
000000000600002900000860523000004010017508490040700000285097000003100004000000000,832945167651372948479861523928634715317528496546719382285497631793186254164253879
000000000600092400040003012010000305000060000904000070790300020001670008000000000,123456789687192453549783612812947365375261894964538271798314526231675948456829137
000000000602001000710526000460009013027000950190300027000613082000800104000000000,543798261682431579719526348465279813327184956198365427954613782236857194871942635
000000000604090000700000801001007000042300090005001204000000600000653000000010420,283174956614598372759236841961427583842365197375981264197842635428653719536719428
000000000610030005000000190000000046500060900840903002000400008020070031700050000,297185364614739285385246197931527846572864913846913752153492678429678531768351429
000000000614080000850630001008094020000000000030510800700048039000060284000000000,379421658614985372852637491168394725245876913937512846726148539591763284483259167
000000000649000000007043508276009000008701200000400796702590400000000372000000000,583612947649875123127943568276359814498761235351428796732596481965184372814237659
000000000673000002020007180000020006000010070049000000007000000030050020000089517,891245763673198452524637189715823946386914275249576831157462398938751624462389517
000000000700005210100603000000000000813090040090000083000009000000000608257030000,485921367736485219129673854674318925813592746592764183368149572941257638257836491
000000000700015200500062801100804900000000000004207005906180007008570006000000000,612948753789315264543762891165834972297651348834297615956183427428579136371426589
000000000700540308086370040004000009605000007000060000000002000000000785010036000,453628971721549368986371542134287659695413827278965413849752136362194785517836294
000000000700632000034008000008000020000003007005090041000000009000020470019060800,692541738781632594534978162978416325146253987325897641467385219853129476219764853
000000000709004000062000010000000000390060054400080609000000000038070000000216090,143628975759134286862957413685349721391762854427581639216893547938475162574216398
000000000709020086800009003600400020001000300020005009500300204460070108000000000,156738492739124586842659713675493821981267345324815679597381264463972158218546937
000000000710040000940600705001000050527030614060000200406008092000050048000000000,652793481718245963943681725391462857527839614864517239436178592279356148185924376
000000000714000003000200108060010870002040590075900000009000000340000000007850000,298134657714685923536279148963512874182347596475968312859423761341796285627851439
000000000720000001046000507000000003000063009408700006000000000050940010217300800,391572648725684931846139527169825473572463189438791256984217365653948712217356894
000000000720009050001030209004510900500000007003097600102060500090100084000000000,935271846728649351641835279274516938569328417813497625182764593396152784457983162
000000000800000069000037120000000000050100006060023491004009000002000070000070308,421956837837412569695837124149768253253194786768523491574389612382641975916275348
000000000800000214000035900000000000061050008400063500000000001090306000000870459,946218375853697214217435986529784163361952748478163592784529631195346827632871459
000000000800009004600050201000000003008076000100000690000007000050000060039408015,574281936812639574693754281967125843348976152125843697486517329751392468239468715
000000000807000100300060078000008000570490030091020000000006000025000907604000050,916785324857342196342169578263578419578491632491623785739256841125834967684917253
000000000807002013000005600000007090200050000600104000008700056100300002030000400,562831749847692513913475628384267195271953864695184237428719356156348972739526481
000000000840007005650030900000093780000040000500862040004000000000000512300000600,279156438843927165651438927462593781938741256517862349124675893796384512385219674
000000000853090700000804390008002010090503080010900500087306000005070134000000000,249735861853691742671824395538462917792513486416987523187346259965278134324159678
000000000870000000000754009000600000009080030001593000000001000002008490014070603,495826317876139524123754869347612958569487132281593746638941275752368491914275683
000000000900000106001200593000050020000800000069000008080007000756009000200010650,345691782928735146671284593837956421412873965569142378184567239756329814293418657
000000000900000107000718000200000000005080003006049018018000000060030074000900030,871394652943526187652718349284153796195687423736249518318472965569831274427965831
000000000900100506008300100080000040004080000000530670003741002005000097000000000,231456789947128536568379124386917245754682913129534678693741852815263497472895361
000000000901240067070510800008000000007050490560000000000000004105003002300900000,854637219931248567672519843498721356217356498563894721729185634185463972346972185
000000000902006050010900740000000000007002063603500020006000007080090010300100000,764851239932746158518923746421639875857412963693578421146285397285397614379164582
000000000920700005076500820000000000400030010000090387000009000000000702007280430,145928673928763145376541829783612954459837216612495387234179568861354792597286431
000000000953001070002047010400065007010020040300470002030290700040500928000000000,174352896953681274682947513429165387517823649368479152835294761741536928296718435
000000001000003500529000600000000002060098000008451700000000000005000198630070000,346925871817643529529187643154736982763298415298451736982514367475362198631879254
000000001000920074000070605082600000340509027000002380701040000250093000900000000,875364291613925874429871635182637549346589127597412386761248953254193768938756412
000000001004010600710000280009300850508400700020085006000000400046009000000730000,692847531384512697715693284469371852538426719127985346973168425846259173251734968
000000001008700020400900008500008100700004003060000045003000000954000060020009300,275846931198735426436921758549368172782514693361297845613472589954183267827659314
000000001065000930070040850000001207000307000407600000024080090019000340600000000,842539671165872934973146852356491287281357469497628513524783196719265348638914725
000000001400078000026040005002000000700084306000630090003000210070900000500000040,857269431431578962926341875362795184795184326148632597683457219274913658519826743
000000002000000300093000670730000590008104007010900000080732010001008000007500060,476389152152467389893215674734826591968154237215973846689732415541698723327541968
